UNITID,EFALEVEL,EFTOTLT,EFTOTLM,EFTOTLW
123457,52,136,56,80
123457,59,15,4,11
123457,60,16,9,7
123484,1,2533,1311,1222
123484,2,2533,1311,1222
123484,3,2168,1153,1015
123484,4,510,361,149
123484,5,1658,792,866
123484,11,365,158,207
123484,19,308,208,100
123484,20,1350,584,766
123484,21,1002,566,436
123484,22,1002,566,436
123484,23,971,546,425
123484,24,244,167,77
123484,25,727,379,348
123484,31,31,20,11
123484,39,111,78,33
123484,40,616,301,315
123484,41,1531,745,786
123484,42,1531,745,786
123484,43,1197,607,590
123484,44,266,194,72
123484,45,931,413,518
123484,51,334,138,196
123484,59,197,130,67
123484,60,734,283,451
123493,1,1032,609,423
123493,2,1032,609,423
123493,3,1032,609,423
123493,4,749,433,316
123493,5,283,176,107
123493,20,283,176,107
123493,21,869,505,364
123493,22,869,505,364
123493,23,869,505,364
123493,24,663,375,288
123493,25,206,130,76
123493,40,206,130,76
123493,41,163,104,59
123493,42,163,104,59
123493,43,163,104,59
123493,44,86,58,28
123493,45,77,46,31
123493,60,77,46,31
123509,1,10067,4786,5281
123509,2,10067,4786,5281
123509,3,8859,4223,4636
123509,4,1321,722,599
123509,5,7538,3501,4037
123509,11,1208,563,645
123509,19,1239,561,678
123509,20,6299,2940,3359
123509,21,2598,1365,1233
123509,22,2598,1365,1233
123509,23,2533,1324,1209
123509,24,598,339,259
123509,25,1935,985,950
123509,31,65,41,24
123509,39,206,107,99
123509,40,1729,878,851
123509,41,7469,3421,4048
123509,42,7469,3421,4048
123509,43,6326,2899,3427
123509,44,723,383,340
123509,45,5603,2516,3087
123509,51,1143,522,621
123509,59,1033,454,579
123509,60,4570,2062,2508
123527,1,12329,5496,6833
123527,2,12329,5496,6833
123527,3,11057,4924,6133
123527,4,1981,959,1022
123527,5,9076,3965,5111
123527,11,1272,572,700
123527,19,893,420,473
123527,20,8183,3545,4638
123527,21,4413,2049,2364
123527,22,4413,2049,2364
123527,23,4325,2013,2312
123527,24,804,376,428
123527,25,3521,1637,1884
123527,31,88,36,52
123527,39,260,125,135
123527,40,3261,1512,1749
123527,41,7916,3447,4469
123527,42,7916,3447,4469
123527,43,6732,2911,3821
123527,44,1177,583,594
123527,45,5555,2328,3227
123527,51,1184,536,648
123527,59,633,295,338
123527,60,4922,2033,2889
123554,1,4257,1667,2590
123554,2,3055,1256,1799
123554,3,3039,1249,1790
123554,4,622,255,367
123554,5,2417,994,1423
123554,11,16,7,9
123554,12,1202,411,791
123554,19,171,78,93
123554,20,2246,916,1330
123554,21,3490,1426,2064
123554,22,2823,1156,1667
123554,23,2819,1154,1665
123554,24,622,255,367
123554,25,2197,899,1298
123554,31,4,2,2
123554,32,667,270,397
123554,39,170,78,92
123554,40,2027,821,1206
123554,41,767,241,526
123554,42,232,100,132
123554,43,220,95,125
123554,45,220,95,125
123554,51,12,5,7
123554,52,535,141,394
123554,59,1,0,1
123554,60,219,95,124
123563,1,9583,3950,5633
123563,2,9583,3950,5633
123563,3,8341,3399,4942
123563,4,1410,668,742
123563,5,6931,2731,4200
123563,11,1242,551,691
123563,19,668,245,423
123563,20,6263,2486,3777
123563,21,3249,1425,1824
123563,22,3249,1425,1824
123563,23,3154,1382,1772
123563,24,785,366,419
123563,25,2369,1016,1353
123563,31,95,43,52
123563,39,208,82,126
123563,40,2161,934,1227
123563,41,6334,2525,3809
123563,42,6334,2525,3809
123563,43,5187,2017,3170
123563,44,625,302,323
123563,45,4562,1715,2847
123563,51,1147,508,639
123563,59,460,163,297
123563,60,4102,1552,2550
123572,1,9120,3458,5662
123572,2,8391,3254,5137
123572,3,8321,3227,5094
123572,4,1807,603,1204
123572,5,6514,2624,3890
123572,11,70,27,43
123572,12,729,204,525
123572,19,852,342,510
123572,20,5662,2282,3380
123572,21,8052,3039,5013
123572,22,7679,2940,4739
123572,23,7658,2932,4726
123572,24,1767,587,1180
123572,25,5891,2345,3546
123572,31,21,8,13
123572,32,373,99,274
123572,39,704,273,431
123572,40,5187,2072,3115
123572,41,1068,419,649
123572,42,712,314,398
123572,43,663,295,368
123572,44,40,16,24
123572,45,623,279,344
123572,51,49,19,30
123572,52,356,105,251
123572,59,148,69,79
123572,60,475,210,265
123581,1,147,130,17
123581,2,147,130,17
123581,3,147,130,17
123581,4,36,34,2
123581,5,111,96,15
123581,20,111,96,15
123581,21,147,130,17
123581,22,147,130,17
123581,23,147,130,17
123581,24,36,34,2
123581,25,111,96,15
123581,40,111,96,15
123633,1,647,260,387
123633,2,125,38,87
123633,3,125,38,87
123633,5,125,38,87
123633,12,522,222,300
123633,19,24,7,17
123633,20,101,31,70
123633,21,647,260,387
123633,22,125,38,87
123633,23,125,38,87
123633,25,125,38,87
123633,32,522,222,300
123633,39,24,7,17
123633,40,101,31,70
123642,1,374,37,337
123642,2,374,37,337
123642,3,374,37,337
123642,4,41,8,33
123642,5,333,29,304
123642,19,74,7,67
123642,20,259,22,237
123642,21,243,23,220
123642,22,243,23,220
123642,23,243,23,220
123642,24,30,5,25
123642,25,213,18,195
123642,39,49,6,43
123642,40,164,12,152
123642,41,131,14,117
123642,42,131,14,117
123642,43,131,14,117
123642,44,11,3,8
123642,45,120,11,109
123642,59,25,1,24
123642,60,95,10,85
123651,1,2415,762,1653
123651,2,2135,687,1448
123651,3,2057,680,1377
123651,4,401,121,280
123651,5,1656,559,1097
123651,11,78,7,71
123651,12,280,75,205
123651,19,252,84,168
123651,20,1404,475,929
123651,21,1678,554,1124
123651,22,1576,533,1043
123651,23,1576,533,1043
123651,24,390,117,273
123651,25,1186,416,770
123651,32,102,21,81
123651,39,115,49,66
123651,40,1071,367,704
123651,41,737,208,529
123651,42,559,154,405
123651,43,481,147,334
123651,44,11,4,7
123651,45,470,143,327
123651,51,78,7,71
123651,52,178,54,124
123651,59,137,35,102
123651,60,333,108,225
123679,1,898,246,652
123679,2,898,246,652
123679,3,898,246,652
123679,4,217,54,163
123679,5,681,192,489
123679,20,681,192,489
123679,21,898,246,652
123679,22,898,246,652
123679,23,898,246,652
123679,24,217,54,163
123679,25,681,192,489
123679,40,681,192,489
123800,1,19591,9232,10359
123800,2,19591,9232,10359
123800,3,17611,8334,9277
123800,4,3161,1624,1537
123800,5,14450,6710,7740
123800,11,1980,898,1082
123800,19,1203,537,666
123800,20,13247,6173,7074
123800,21,7672,3659,4013
123800,22,7672,3659,4013
123800,23,7301,3499,3802
123800,24,1743,890,853
123800,25,5558,2609,2949
123800,31,371,160,211
123800,39,349,167,182
123800,40,5209,2442,2767
123800,41,11919,5573,6346
123800,42,11919,5573,6346
123800,43,10310,4835,5475
123800,44,1418,734,684
123800,45,8892,4101,4791
123800,51,1609,738,871
123800,59,854,370,484
123800,60,8038,3731,4307
123855,1,108,101,7
123855,12,108,101,7
123855,21,97,94,3
123855,32,97,94,3
123855,41,11,7,4
123855,52,11,7,4
123916,1,90,24,66
123916,12,90,24,66
123916,21,34,9,25
123916,32,34,9,25
123916,41,56,15,41
123916,52,56,15,41
123943,1,397,111,286
123943,12,397,111,286
123943,21,397,111,286
123943,32,397,111,286
123952,1,493,309,184
123952,2,237,155,82
123952,3,237,155,82
123952,4,32,21,11
123952,5,205,134,71
123952,12,256,154,102
123952,20,205,134,71
123952,21,478,299,179
123952,22,227,149,78
123952,23,227,149,78
123952,24,32,21,11
123952,25,195,128,67
123952,32,251,150,101
123952,40,195,128,67
123952,41,15,10,5
123952,42,10,6,4
123952,43,10,6,4
123952,45,10,6,4
123952,52,5,4,1
123952,60,10,6,4
123961,1,41368,19897,21471
123961,2,18445,9157,9288
123961,3,18087,8950,9137
123961,4,2922,1420,1502
123961,5,15165,7530,7635
123961,11,358,207,151
123961,12,22923,10740,12183
123961,19,1448,756,692
123961,20,13717,6774,6943
123961,21,35895,17013,18882
123961,22,17729,8743,8986
123961,23,17578,8664,8914
123961,24,2920,1418,1502
123961,25,14658,7246,7412
123961,31,151,79,72
123961,32,18166,8270,9896
123961,39,1438,749,689
123961,40,13220,6497,6723
123961,41,5473,2884,2589
123961,42,716,414,302
123961,43,509,286,223
123961,44,2,2,0
123961,45,507,284,223
123961,51,207,128,79
123961,52,4757,2470,2287
123961,59,10,7,3
123961,60,497,277,220
123970,1,1146,523,623
123970,12,1146,523,623
123970,21,720,322,398
123970,32,720,322,398
123970,41,426,201,225
123970,52,426,201,225
124113,1,5444,3128,2316
124113,2,5444,3128,2316
124113,3,5047,2975,2072
124113,4,1279,879,400
124113,5,3768,2096,1672
124113,11,397,153,244
124113,19,800,437,363
124113,20,2968,1659,1309
124113,21,1193,461,732
124113,22,1193,461,732
124113,23,1125,436,689
124113,24,342,158,184
124113,25,783,278,505
124113,31,68,25,43
124113,39,87,21,66
124113,40,696,257,439
124113,41,4251,2667,1584
124113,42,4251,2667,1584
124113,43,3922,2539,1383
124113,44,937,721,216
124113,45,2985,1818,1167
124113,51,329,128,201
124113,59,713,416,297
124113,60,2272,1402,870
124283,1,272,134,138
124283,12,272,134,138
124283,21,118,56,62
124283,32,118,56,62
124283,41,154,78,76
124283,52,154,78,76
124292,1,366,185,181
124292,2,366,185,181
124292,3,366,185,181
124292,4,88,44,44
124292,5,278,141,137
124292,19,15,11,4
124292,20,263,130,133
124292,21,366,185,181
124292,22,366,185,181
124292,23,366,185,181
124292,24,88,44,44
124292,25,278,141,137
124292,39,15,11,4
124292,40,263,130,133
124344,1,567,13,554
124344,2,567,13,554
124344,3,567,13,554
124344,4,134,0,134
124344,5,433,13,420
124344,20,433,13,420
124344,21,536,12,524
124344,22,536,12,524
124344,23,536,12,524
124344,24,134,0,134
124344,25,402,12,390
124344,40,402,12,390
124344,41,31,1,30
124344,42,31,1,30
124344,43,31,1,30
124344,45,31,1,30
124344,60,31,1,30
124487,1,265,131,134
124487,2,265,131,134
124487,3,263,130,133
124487,4,29,20,9
124487,5,234,110,124
124487,11,2,1,1
124487,19,14,7,7
124487,20,220,103,117
124487,21,90,51,39
124487,22,90,51,39
124487,23,90,51,39
124487,24,4,4,0
124487,25,86,47,39
124487,39,3,3,0
124487,40,83,44,39
124487,41,175,80,95
124487,42,175,80,95
124487,43,173,79,94
124487,44,25,16,9
124487,45,148,63,85
124487,51,2,1,1
124487,59,11,4,7
124487,60,137,59,78
124681,1,2732,1049,1683
124681,2,2732,1049,1683
124681,3,2732,1049,1683
124681,4,925,385,540
124681,5,1807,664,1143
124681,20,1807,664,1143
124681,21,2732,1049,1683
124681,22,2732,1049,1683
124681,23,2732,1049,1683
124681,24,925,385,540
124681,25,1807,664,1143
124681,40,1807,664,1143
124706,1,753,159,594
124706,2,753,159,594
124706,3,753,159,594
124706,4,182,33,149
124706,5,571,126,445
124706,20,571,126,445
124706,21,753,159,594
124706,22,753,159,594
124706,23,753,159,594
124706,24,182,33,149
124706,25,571,126,445
124706,40,571,126,445
124779,1,33,3,30
124779,2,33,3,30
124779,3,33,3,30
124779,4,5,0,5
124779,5,28,3,25
124779,20,28,3,25
124779,21,29,3,26
124779,22,29,3,26
124779,23,29,3,26
124779,24,3,0,3
124779,25,26,3,23
124779,40,26,3,23
124779,41,4,0,4
124779,42,4,0,4
124779,43,4,0,4
124779,44,2,0,2
124779,45,2,0,2
124779,60,2,0,2
124937,1,925,260,665
124937,2,925,260,665
124937,3,925,260,665
124937,4,304,54,250
124937,5,621,206,415
124937,20,621,206,415
124937,21,925,260,665
124937,22,925,260,665
124937,23,925,260,665
124937,24,304,54,250
124937,25,621,206,415
124937,40,621,206,415
125028,1,12908,5830,7078
125028,2,12908,5830,7078
125028,3,11784,5329,6455
125028,4,2224,1195,1029
125028,5,9560,4134,5426
125028,11,1124,501,623
125028,19,896,390,506
125028,20,8664,3744,4920
125028,21,4387,2049,2338
125028,22,4387,2049,2338
125028,23,4341,2029,2312
125028,24,1283,649,634
125028,25,3058,1380,1678
125028,31,46,20,26
125028,39,159,75,84
125028,40,2899,1305,1594
125028,41,8521,3781,4740
125028,42,8521,3781,4740
125028,43,7443,3300,4143
125028,44,941,546,395
125028,45,6502,2754,3748
125028,51,1078,481,597
125028,59,737,315,422
125028,60,5765,2439,3326
125037,1,107,48,59
125037,12,107,48,59
125037,41,107,48,59
125037,52,107,48,59
125082,1,105,1,104
125082,2,105,1,104
125082,3,105,1,104
125082,4,29,0,29
125082,5,76,1,75
125082,20,76,1,75
125082,21,101,1,100
125082,22,101,1,100
125082,23,101,1,100
125082,24,28,0,28
125082,25,73,1,72
125082,40,73,1,72
125082,41,4,0,4
125082,42,4,0,4
125082,43,4,0,4
125082,44,1,0,1
125082,45,3,0,3
125082,60,3,0,3
125091,1,11504,4980,6524
125091,2,11504,4980,6524
125091,3,9981,4320,5661
125091,4,2051,1022,1029
125091,5,7930,3298,4632
125091,11,1523,660,863
125091,19,656,293,363
125091,20,7274,3005,4269
125091,21,4030,1870,2160
125091,22,4030,1870,2160
125091,23,3885,1798,2087
125091,24,992,496,496
125091,25,2893,1302,1591
125091,31,145,72,73
125091,39,261,130,131
125091,40,2632,1172,1460
125091,41,7474,3110,4364
125091,42,7474,3110,4364
125091,43,6096,2522,3574
125091,44,1059,526,533
125091,45,5037,1996,3041
125091,51,1378,588,790
125091,59,395,163,232
125091,60,4642,1833,2809
125170,1,6471,2917,3554
125170,2,6471,2917,3554
125170,3,6036,2715,3321
125170,4,1260,597,663
125170,5,4776,2118,2658
125170,11,435,202,233
125170,19,1175,525,650
125170,20,3601,1593,2008
125170,21,1049,512,537
125170,22,1049,512,537
125170,23,1041,506,535
125170,24,309,146,163
125170,25,732,360,372
125170,31,8,6,2
125170,39,135,66,69
125170,40,597,294,303
125170,41,5422,2405,3017
125170,42,5422,2405,3017
125170,43,4995,2209,2786
125170,44,951,451,500
125170,45,4044,1758,2286
125170,51,427,196,231
125170,59,1040,459,581
125170,60,3004,1299,1705
125231,1,51016,11696,39320
125231,2,8205,1922,6283
125231,3,8064,1852,6212
125231,4,229,74,155
125231,5,7835,1778,6057
125231,11,141,70,71
125231,12,42811,9774,33037
125231,19,1451,246,1205
125231,20,6384,1532,4852
125231,21,29437,6544,22893
125231,22,815,163,652
125231,23,814,162,652
125231,24,3,0,3
125231,25,811,162,649
125231,31,1,1,0
125231,32,28622,6381,22241
125231,39,24,7,17
125231,40,787,155,632
125231,41,21579,5152,16427
125231,42,7390,1759,5631
125231,43,7250,1690,5560
125231,44,226,74,152
125231,45,7024,1616,5408
125231,51,140,69,71
125231,52,14189,3393,10796
125231,59,1427,239,1188
125231,60,5597,1377,4220
125310,1,42,1,41
125310,2,42,1,41
125310,3,42,1,41
125310,4,10,0,10
125310,5,32,1,31
125310,20,32,1,31
125310,21,30,1,29
125310,22,30,1,29
125310,23,30,1,29
125310,24,6,0,6
125310,25,24,1,23
125310,40,24,1,23
125310,41,12,0,12
125310,42,12,0,12
125310,43,12,0,12
125310,44,4,0,4
125310,45,8,0,8
125310,60,8,0,8
125462,1,3055,1224,1831
125462,2,3055,1224,1831
125462,3,2793,1122,1671
125462,4,638,303,335
125462,5,2155,819,1336
125462,11,262,102,160
125462,19,427,143,284
125462,20,1728,676,1052
125462,21,951,451,500
125462,22,951,451,500
125462,23,944,445,499
125462,24,278,144,134
125462,25,666,301,365
125462,31,7,6,1
125462,39,81,37,44
125462,40,585,264,321
125462,41,2104,773,1331
125462,42,2104,773,1331
125462,43,1849,677,1172
125462,44,360,159,201
125462,45,1489,518,971
125462,51,255,96,159
125462,59,346,106,240
125462,60,1143,412,731
125471,1,10767,4347,6420
125471,2,10767,4347,6420
125471,3,9464,3801,5663
125471,4,1401,662,739
125471,5,8063,3139,4924
125471,11,1303,546,757
125471,19,1574,602,972
125471,20,6489,2537,3952
125471,21,2160,975,1185
125471,22,2160,975,1185
125471,23,2129,961,1168
125471,24,338,164,174
125471,25,1791,797,994
125471,31,31,14,17
125471,39,194,83,111
125471,40,1597,714,883
125471,41,8607,3372,5235
125471,42,8607,3372,5235
125471,43,7335,2840,4495
125471,44,1063,498,565
125471,45,6272,2342,3930
125471,51,1272,532,740
125471,59,1380,519,861
125471,60,4892,1823,3069
125499,1,9636,4334,5302
125499,2,9636,4334,5302
125499,3,8470,3839,4631
125499,4,1335,658,677
125499,5,7135,3181,3954
125499,11,1166,495,671
125499,19,1021,422,599
125499,20,6114,2759,3355
125499,21,3065,1571,1494
125499,22,3065,1571,1494
125499,23,2923,1509,1414
125499,24,682,367,315
125499,25,2241,1142,1099
125499,31,142,62,80
125499,39,252,116,136
125499,40,1989,1026,963
125499,41,6571,2763,3808
125499,42,6571,2763,3808
125499,43,5547,2330,3217
125499,44,653,291,362
125499,45,4894,2039,2855
125499,51,1024,433,591
125499,59,769,306,463
125499,60,4125,1733,2392
125532,1,1267,180,1087
125532,2,1267,180,1087
125532,3,1267,180,1087
125532,4,60,14,46
125532,5,1207,166,1041
125532,19,166,24,142
125532,20,1041,142,899
125532,21,1145,165,980
125532,22,1145,165,980
125532,23,1145,165,980
125532,24,59,14,45
125532,25,1086,151,935
125532,39,137,18,119
125532,40,949,133,816
125532,41,122,15,107
125532,42,122,15,107
125532,43,122,15,107
125532,44,1,0,1
125532,45,121,15,106
125532,59,29,6,23
125532,60,92,9,83
125718,1,143,136,7
125718,12,143,136,7
125718,21,111,104,7
125718,32,111,104,7
125718,41,32,32,0
125718,52,32,32,0
125727,1,1321,508,813
125727,2,1308,508,800
125727,3,1295,505,790
125727,4,279,112,167
125727,5,1016,393,623
125727,11,13,3,10
125727,12,13,0,13
125727,19,55,23,32
125727,20,961,370,591
125727,21,1311,503,808
125727,22,1298,503,795
125727,23,1292,503,789
125727,24,279,112,167
125727,25,1013,391,622
125727,31,6,0,6
125727,32,13,0,13
125727,39,55,23,32
125727,40,958,368,590
125727,41,10,5,5
125727,42,10,5,5
125727,43,3,2,1
125727,45,3,2,1
125727,51,7,3,4
125727,60,3,2,1
125763,1,2339,1042,1297
125763,2,1656,731,925
125763,3,1651,728,923
125763,4,441,171,270
125763,5,1210,557,653
125763,11,5,3,2
125763,12,683,311,372
125763,19,57,31,26
125763,20,1153,526,627
125763,21,2065,923,1142
125763,22,1623,714,909
125763,23,1619,712,907
125763,24,440,170,270
125763,25,1179,542,637
125763,31,4,2,2
125763,32,442,209,233
125763,39,56,31,25
125763,40,1123,511,612
125763,41,274,119,155
125763,42,33,17,16
125763,43,32,16,16
125763,44,1,1,0
125763,45,31,15,16
125763,51,1,1,0
125763,52,241,102,139
125763,59,1,0,1
125763,60,30,15,15
125897,1,1607,779,828
125897,2,1357,663,694
125897,3,1353,659,694
125897,4,100,41,59
125897,5,1253,618,635
125897,11,4,4,0
125897,12,250,116,134
125897,19,192,90,102
125897,20,1061,528,533
125897,21,1393,689,704
125897,22,1175,588,587
125897,23,1175,588,587
125897,24,96,41,55
125897,25,1079,547,532
125897,32,218,101,117
125897,39,173,83,90
125897,40,906,464,442
125897,41,214,90,124
125897,42,182,75,107
125897,43,178,71,107
125897,44,4,0,4
125897,45,174,71,103
125897,51,4,4,0
125897,52,32,15,17
125897,59,19,7,12
125897,60,155,64,91
126012,1,434,111,323
126012,12,434,111,323
126012,21,434,111,323
126012,32,434,111,323
126030,1,431,209,222
126030,12,431,209,222
126030,21,280,137,143
126030,32,280,137,143
126030,41,151,72,79
126030,52,151,72,79
126049,1,1036,522,514
126049,12,1036,522,514
126049,21,606,297,309
126049,32,606,297,309
126049,41,430,225,205
126049,52,430,225,205
126076,1,131,131,0
126076,2,131,131,0
126076,3,131,131,0
126076,4,46,46,0
126076,5,85,85,0
126076,19,26,26,0
126076,20,59,59,0
126076,21,131,131,0
126076,22,131,131,0
126076,23,131,131,0
126076,24,46,46,0
126076,25,85,85,0
126076,39,26,26,0
126076,40,59,59,0
126119,1,6874,2748,4126
126119,2,6874,2748,4126
126119,3,6345,2516,3829
126119,4,1329,599,730
126119,5,5016,1917,3099
126119,11,529,232,297
126119,19,515,184,331
126119,20,4501,1733,2768
126119,21,2672,1123,1549
126119,22,2672,1123,1549
126119,23,2617,1098,1519
126119,24,671,303,368
126119,25,1946,795,1151
126119,31,55,25,30
126119,39,130,54,76
126119,40,1816,741,1075
126119,41,4202,1625,2577
126119,42,4202,1625,2577
126119,43,3728,1418,2310
126119,44,658,296,362
126119,45,3070,1122,1948
126119,51,474,207,267
126119,59,385,130,255
126119,60,2685,992,1693
126164,1,90,1,89
126164,2,90,1,89
126164,3,90,1,89
126164,4,14,0,14
126164,5,76,1,75
126164,20,76,1,75
126164,21,90,1,89
126164,22,90,1,89
126164,23,90,1,89
126164,24,14,0,14
126164,25,76,1,75
126164,40,76,1,75
126182,1,3211,1406,1805
126182,2,2284,1133,1151
126182,3,2227,1112,1115
126182,4,527,285,242
126182,5,1700,827,873
126182,11,57,21,36
126182,12,927,273,654
126182,19,257,129,128
126182,20,1443,698,745
126182,21,2185,1053,1132
126182,22,1873,990,883
126182,23,1868,989,879
126182,24,513,276,237
126182,25,1355,713,642
126182,31,5,1,4
126182,32,312,63,249
126182,39,169,103,66
126182,40,1186,610,576
126182,41,1026,353,673
126182,42,411,143,268
126182,43,359,123,236
126182,44,14,9,5
126182,45,345,114,231
126182,51,52,20,32
126182,52,615,210,405
126182,59,88,26,62
126182,60,257,88,169
126207,1,4955,2138,2817
126207,2,4955,2138,2817
126207,3,3852,1650,2202
126207,4,663,342,321
126207,5,3189,1308,1881
126207,11,1103,488,615
126207,19,436,200,236
126207,20,2753,1108,1645
126207,21,2056,978,1078
126207,22,2056,978,1078
126207,23,1962,933,1029
126207,24,378,224,154
126207,25,1584,709,875
126207,31,94,45,49
126207,39,230,111,119
126207,40,1354,598,756
126207,41,2899,1160,1739
126207,42,2899,1160,1739
126207,43,1890,717,1173
126207,44,285,118,167
126207,45,1605,599,1006
126207,51,1009,443,566
126207,59,206,89,117
126207,60,1399,510,889
126289,1,11621,5682,5939
126289,2,11621,5682,5939
126289,3,8920,4325,4595
126289,4,983,478,505
126289,5,7937,3847,4090
126289,11,2701,1357,1344
126289,19,1091,440,651
126289,20,6846,3407,3439
126289,21,2295,1058,1237
126289,22,2295,1058,1237
126289,23,2145,987,1158
126289,24,407,208,199
126289,25,1738,779,959
126289,31,150,71,79
126289,39,298,144,154
126289,40,1440,635,805
126289,41,9326,4624,4702
126289,42,9326,4624,4702
126289,43,6775,3338,3437
126289,44,576,270,306
126289,45,6199,3068,3131
126289,51,2551,1286,1265
126289,59,793,296,497
126289,60,5406,2772,2634
126359,1,576,71,505
126359,2,576,71,505
126359,3,576,71,505
126359,4,116,12,104
126359,5,460,59,401
126359,20,460,59,401
126359,21,576,71,505
126359,22,576,71,505
126359,23,576,71,505
126359,24,116,12,104
126359,25,460,59,401
126359,40,460,59,401
126401,1,389,115,274
126401,2,389,115,274
126401,3,389,115,274
126401,4,28,4,24
126401,5,361,111,250
126401,19,69,17,52
126401,20,292,94,198
126401,21,310,73,237
126401,22,310,73,237
126401,23,310,73,237
126401,24,24,1,23
126401,25,286,72,214
126401,39,55,10,45
126401,40,231,62,169
126401,41,79,42,37
126401,42,79,42,37
126401,43,79,42,37
126401,44,4,3,1
126401,45,75,39,36
126401,59,14,7,7
126401,60,61,32,29
126562,1,22206,9657,12549
126562,2,13010,6060,6950
126562,3,10470,5004,5466
126562,4,1180,521,659
126562,5,9290,4483,4807
126562,11,2540,1056,1484
126562,12,9196,3597,5599
126562,19,1645,759,886
126562,20,7645,3724,3921
126562,21,11800,5476,6324
126562,22,7782,3716,4066
126562,23,7759,3708,4051
126562,24,1081,475,606
126562,25,6678,3233,3445
126562,31,23,8,15
126562,32,4018,1760,2258
126562,39,1263,580,683
126562,40,5415,2653,2762
126562,41,10406,4181,6225
126562,42,5228,2344,2884
126562,43,2711,1296,1415
126562,44,99,46,53
126562,45,2612,1250,1362
126562,51,2517,1048,1469
126562,52,5178,1837,3341
126562,59,382,179,203
126562,60,2230,1071,1159
126580,1,11321,5304,6017
126580,2,9220,4357,4863
126580,3,8888,4182,4706
126580,4,1618,808,810
126580,5,7270,3374,3896
126580,11,332,175,157
126580,12,2101,947,1154
126580,19,1122,516,606
126580,20,6148,2858,3290
126580,21,7450,3533,3917
126580,22,6962,3331,3631
126580,23,6946,3320,3626
126580,24,1515,748,767
126580,25,5431,2572,2859
126580,31,16,11,5
126580,32,488,202,286
126580,39,795,400,395
126580,40,4636,2172,2464
126580,41,3871,1771,2100
126580,42,2258,1026,1232
126580,43,1942,862,1080
126580,44,103,60,43
126580,45,1839,802,1037
126580,51,316,164,152
126580,52,1613,745,868
126580,59,327,116,211
126580,60,1512,686,826
126605,1,434,404,30
126605,2,434,404,30
126605,3,434,404,30
126605,4,91,84,7
126605,5,343,320,23
126605,20,343,320,23
126605,21,392,364,28
126605,22,392,364,28
126605,23,392,364,28
126605,24,90,83,7
126605,25,302,281,21
126605,40,302,281,21
126605,41,42,40,2
126605,42,42,40,2
126605,43,42,40,2
126605,44,1,1,0
126605,45,41,39,2
126605,60,41,39,2
126614,1,32017,17671,14346
126614,2,26096,14306,11790
126614,3,25461,14012,11449
126614,4,5840,3155,2685
126614,5,19621,10857,8764
126614,11,635,294,341
126614,12,5921,3365,2556
126614,19,1290,734,556
126614,20,18331,10123,8208
126614,21,26242,14381,11861
126614,22,23948,13092,10856
126614,23,23793,13008,10785
126614,24,5789,3125,2664
126614,25,18004,9883,8121
126614,31,155,84,71
126614,32,2294,1289,1005
126614,39,1202,685,517
126614,40,16802,9198,7604
126614,41,5775,3290,2485
126614,42,2148,1214,934
126614,43,1668,1004,664
126614,44,51,30,21
126614,45,1617,974,643
126614,51,480,210,270
126614,52,3627,2076,1551
126614,59,88,49,39
126614,60,1529,925,604
126669,1,5368,1838,3530
126669,2,4973,1705,3268
126669,3,3614,1141,2473
126669,4,530,187,343
